
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
		MSFCPlateCarrierVestATACSFG,	*,		100,		65
		MSFCPlateCarrierVestATACSFGLogo,	*,		100,		65
		MSFCTortilaATACSFG,	*,		100,		65
		MSFCAliceBagATACSFG,	*,		100,		65
		MSFCNBCPantsATACSFG,	*,		100,		65
		MSFCNBCJacketATACSFG,	*,		100,		65
		MSFCNBCGlovesATACSFG,	*,		100,		65
		MSFCNBCBootsATACSFG,	*,		100,		65
		MSFCPlateCarrierVestATACSFGMedic,	*,		100,		65
		MSFCMountainBagATACSFG,	*,		100,		65
		MSFCPlateHolsterATACSFG,	*,		100,		65
		MSFCPlatePouchesATACSFG,	*,		100,		65
		MSFCPCU5ATACSFGSupply,	*,		100,		65
		MSFCGorkaHelmetATACSFG,	*,		100,		65
		MSFCMich2000HelmetATACSFG,	*,		100,		65
		MSFCSweaterATACSFG,	*,		100,		65
		MSFCPressVestATACSFG,	*,		100,		65
		MSFCPCU5ATACSFGPartComander,	*,		100,		65
		MSFCSmershVestATACSFG,	*,		100,		65
		MSFCSmershBagATACSFG,	*,		100,		65
		MSFCOpsCoreATACSFG,	*,		100,		65
		MSFCTacticalMaskATACSFG,	*,		100,		65
		MSFCSmershBagMedicATACSFG,	*,		100,		65
		MSFCPCU5ATACSFGNoPatch,	*,		100,		65
        MSFCGorkaJATACSFGNoPatch,	*,		100,		65
		MSFCBootsLowaATACSFG,	*,		100,		65
        MSFCBootsTrekkingATACSFG,	*,		100,		65
        MSFCBackpackPegasusATACSFG,	*,		100,		65
        MSFCBackpackCargoATACSFG,	*,		100,		65
        MSFCPouchCargoATACSFG,	*,		100,		65
        MSFCPouchIFAKATACSFG,	*,		100,		65
		MSFC_FaceMack_ATACSFG,	*,		100,		65
        MSFC_TacticalBelt_ATACSFG,	*,		100,		65
		MSFCLowaZephyrBootsATACSFG,	*,		100,		65
		MSFC_TacticalBeltMedium_ATACSFG,	*,		100,		65
        MSFC_TacticalBeltSmall_ATACSFG,	*,		100,		65
		MSFC_TacticalBeltLite_ATACSFG,	*,		100,		65
		MSFC_BIG_BACKPACK_ATACSFG,	*,		100,		65
        MSFC_SMALL_BACKPACK_ATACSFG,	*,		100,		65
		MSFC_BottlePouch_ATACSFG,	*,		100,		65
        MSFC_G3Pants_ATACSFG,	*,		100,		65

<Category> SQUAD MSF-C Multicam Black
		MSFC_JPC_Vest_MulticamBlack,	*,		100,		65
		MSFC_TAC_TEC_Vest_MulticamBlack,	*,		100,		65
		MSFC_TacticalCap_MulticamBlack,	*,		100,		65
		MSFC_WarBelt_MulticamBlack,	*,		100,		65
		MSFCEmpty_Mags_Bag_MulticamBlack,	*,		100,		65
		MSFC_IFAK_MulticamBlack,	*,		100,		65
		MSFC_Defender_Vest_MulticamBlack,	*,		100,		65
		MSFCM65MulticamBlack,	*,		100,		65
		MSFCPantsMulticamBlack,	*,		100,		65
		MSFCPCU5MulticamBlackComander,	*,		100,		65
		MSFCPCU5MulticamBlackMedic,	*,		100,		65
		MSFCPCU5MulticamBlackReconnaissance,	*,		100,		65
		MSFCPCU5MulticamBlackSniper,	*,		100,		65
		MSFCPCU5MulticamBlackSapper,	*,		100,		65
		MSFCPCU5MulticamBlackMachineGun,	*,		100,		65
		MSFCPCU5MulticamBlackEngineer,	*,		100,		65
		MSFCPCU5MulticamBlackTrooper,	*,		100,		65
		MSFCCapMulticamBlack,	*,		100,		65
		MSFCGorkaJMulticamBlack,	*,		100,		65
		MSFCGorkaPMulticamBlack,	*,		100,		65
		MSFCGlovesMulticamBlack,	*,		100,		65
		MSFCBootsMulticamBlack,	*,		100,		65
		MSFCUKVestMulticamBlack,	*,		100,		65
		MSFCTShirtMulticamBlack,	*,		100,		65
		MSFCTacVestMulticamBlack,	*,		100,		65
		MSFCTacVestMulticamBlackLogo,	*,		100,		65
		MSFCTacVestMulticamBlackMedic,	*,		100,		65
		MSFCBeanieHatMulticamBlack,	*,		100,		65
		MSFCBoonieHatMulticamBlack,	*,		100,		65
		MSFCCoyoteBagMulticamBlack,	*,		100,		65
		MSFCMulticamBlackMask,	*,		100,		65
		MSFCMich2001MulticamBlack,	*,		100,		65
		MSFCAssaultBagMulticamBlack,	*,		100,		65
		MSFCAssaultBagMulticamBlackMedic,	*,		100,		65
		MSFCHoodMulticamBlack,	*,		100,		65
		MSFCBandanaMulticamBlack,	*,		100,		65
		MSFCBandanaMulticamBlackMask,	*,		100,		65
		MSFCPlateCarrierVestMulticamBlack,	*,		100,		65
		MSFCPlateCarrierVestMulticamBlackLogo,	*,		100,		65
		MSFCTortilaMulticamBlack,	*,		100,		65
		MSFCAliceBagMulticamBlack,	*,		100,		65
		MSFCNBCPantsMulticamBlack,	*,		100,		65
		MSFCNBCJacketMulticamBlack,	*,		100,		65
		MSFCNBCGlovesMulticamBlack,	*,		100,		65
		MSFCNBCBootsMulticamBlack,	*,		100,		65
		MSFCPlateCarrierVestMulticamBlackMedic,	*,		100,		65
		MSFCMountainBagMulticamBlack,	*,		100,		65
		MSFCPlateHolsterMulticamBlack,	*,		100,		65
		MSFCPlatePouchesMulticamBlack,	*,		100,		65
		MSFCPCU5MulticamBlackSupply,	*,		100,		65
		MSFCGorkaHelmetMulticamBlack,	*,		100,		65
		MSFCMich2000HelmetMulticamBlack,	*,		100,		65
		MSFCSweaterMulticamBlack,	*,		100,		65
		MSFCPressVestMulticamBlack,	*,		100,		65
		MSFCPCU5MulticamBlackPartComander,	*,		100,		65
		MSFCSmershVestMulticamBlack,	*,		100,		65
		MSFCSmershBagMulticamBlack,	*,		100,		65
		MSFCOpsCoreMulticamBlack,	*,		100,		65
		MSFCTacticalMaskMulticamBlack,	*,		100,		65
		MSFCSmershBagMedicMulticamBlack,	*,		100,		65	
		MSFCPCU5MulticamBlackNoPatch,	*,		100,		65	
        MSFCGorkaJMulticamBlackNoPatch,	*,		100,		65
        MSFCBootsLowaMulticamBlack,	*,		100,		65
        MSFCBootsTrekkingMulticamBlack,	*,		100,		65
		MSFCBackpackPegasusMulticamBlack,	*,		100,		65
		MSFCBackpackCargoMulticamBlack,	*,		100,		65
		MSFCPouchCargoMulticamBlack,	*,		100,		65
		MSFCPouchIFAKMulticamBlack,	*,		100,		65
		MSFC_FaceMack_MulticamBlack,	*,		100,		65
        MSFC_TacticalBelt_MulticamBlack,	*,		100,		65
		MSFCLowaZephyrBootsMulticamBlack,	*,		100,		65
		MSFC_TacticalBeltMedium_MulticamBlack,	*,		100,		65
        MSFC_TacticalBeltSmall_MulticamBlack,	*,		100,		65
		MSFC_TacticalBeltLite_MulticamBlack,	*,		100,		65
		MSFC_BIG_BACKPACK_MulticamBlack,	*,		100,		65
        MSFC_SMALL_BACKPACK_MulticamBlack,	*,		100,		65
        MSFC_BottlePouch_MulticamBlack,	*,		100,		65
        MSFC_G3Pants_MulticamBlack,	*,		100,		65

	<Category> SQUAD MSF-C Multicam Snow
		MSFC_JPC_Vest_MulticamSnow,	*,		100,		65
		MSFC_TAC_TEC_Vest_MulticamSnow,	*,		100,		65
		MSFC_TacticalCap_MulticamSnow,	*,		100,		65
		MSFC_WarBelt_MulticamSnow,	*,		100,		65
		MSFCEmpty_Mags_Bag_MulticamSnow,	*,		100,		65
		MSFC_IFAK_MulticamSnow,	*,		100,		65
		MSFC_Defender_Vest_MulticamSnow,	*,		100,		65
		MSFCM65MulticamSnow,	*,		100,		65
		MSFCPantsMulticamSnow,	*,		100,		65
		MSFCPCU5MulticamSnowComander,	*,		100,		65
		MSFCPCU5MulticamSnowMedic,	*,		100,		65
		MSFCPCU5MulticamSnowReconnaissance,	*,		100,		65
		MSFCPCU5MulticamSnowSniper,	*,		100,		65
		MSFCPCU5MulticamSnowSapper,	*,		100,		65
		MSFCPCU5MulticamSnowMachineGun,	*,		100,		65
		MSFCPCU5MulticamSnowEngineer,	*,		100,		65
		MSFCPCU5MulticamSnowTrooper,	*,		100,		65
		MSFCCapMulticamSnow,	*,		100,		65
		MSFCGorkaJMulticamSnow,	*,		100,		65
		MSFCGorkaPMulticamSnow,	*,		100,		65
		MSFCGlovesMulticamSnow,	*,		100,		65
		MSFCBootsMulticamSnow,	*,		100,		65
		MSFCUKVestMulticamSnow,	*,		100,		65
		MSFCTShirtMulticamSnow,	*,		100,		65
		MSFCTacVestMulticamSnow,	*,		100,		65
		MSFCTacVestMulticamSnowLogo,	*,		100,		65
		MSFCTacVestMulticamSnowMedic,	*,		100,		65
		MSFCBeanieHatMulticamSnow,	*,		100,		65
		MSFCBoonieHatMulticamSnow,	*,		100,		65
		MSFCCoyoteBagMulticamSnow,	*,		100,		65
		MSFCMulticamSnowMask,	*,		100,		65
		MSFCMich2001MulticamSnow,	*,		100,		65
		MSFCAssaultBagMulticamSnow,	*,		100,		65
		MSFCAssaultBagMulticamSnowMedic,	*,		100,		65
		MSFCHoodMulticamSnow,	*,		100,		65
		MSFCBandanaMulticamSnow,	*,		100,		65
		MSFCBandanaMulticamSnowMask,	*,		100,		65
		MSFCPlateCarrierVestMulticamSnow,	*,		100,		65
		MSFCPlateCarrierVestMulticamSnowLogo,	*,		100,		65
		MSFCTortilaMulticamSnow,	*,		100,		65
		MSFCAliceBagMulticamSnow,	*,		100,		65
		MSFCNBCPantsMulticamSnow,	*,		100,		65
		MSFCNBCJacketMulticamSnow,	*,		100,		65
		MSFCNBCGlovesMulticamSnow,	*,		100,		65
		MSFCNBCBootsMulticamSnow,	*,		100,		65
		MSFCPlateCarrierVestMulticamSnowMedic,	*,		100,		65
		MSFCMountainBagMulticamSnow,	*,		100,		65
		MSFCPlateHolsterMulticamSnow,	*,		100,		65
		MSFCPlatePouchesMulticamSnow,	*,		100,		65
		MSFCPCU5MulticamSnowSupply,	*,		100,		65
		MSFCGorkaHelmetMulticamSnow,	*,		100,		65
		MSFCMich2000HelmetMulticamSnow,	*,		100,		65
		MSFCSweaterMulticamSnow,	*,		100,		65
		MSFCPressVestMulticamSnow,	*,		100,		65
		MSFCPCU5MulticamSnowPartComander,	*,		100,		65
		MSFCSmershVestMulticamSnow,	*,		100,		65
		MSFCSmershBagMulticamSnow,	*,		100,		65
		MSFCOpsCoreMulticamSnow,	*,		100,		65
		MSFCTacticalMaskMulticamSnow,	*,		100,		65
		MSFCSmershBagMedicMulticamSnow,	*,		100,		65	
		MSFCPCU5MulticamSnowNoPatch,	*,		100,		65	
        MSFCGorkaJMulticamSnowNoPatch,	*,		100,		65
        MSFCBootsLowaMulticamSnow,	*,		100,		65
        MSFCBootsTrekkingMulticamSnow,	*,		100,		65
        MSFCBackpackPegasusMulticamSnow,	*,		100,		65
        MSFCBackpackCargoMulticamSnow,	*,		100,		65
        MSFCPouchCargoMulticamSnow,	*,		100,		65
        MSFCPouchIFAKMulticamSnow,	*,		100,		65
		MSFC_FaceMack_MulticamSnow,	*,		100,		65
        MSFC_TacticalBelt_MulticamSnow,	*,		100,		65
		MSFCLowaZephyrBootsMulticamSnow,	*,		100,		65
		MSFC_TacticalBeltMedium_MulticamSnow,	*,		100,		65
        MSFC_TacticalBeltSmall_MulticamSnow,	*,		100,		65
		MSFC_TacticalBeltLite_MulticamSnow,	*,		100,		65
		MSFC_BIG_BACKPACK_MulticamSnow,	*,		100,		65
        MSFC_SMALL_BACKPACK_MulticamSnow,	*,		100,		65
        MSFC_BottlePouch_MulticamSnow,	*,		100,		65
        MSFC_G3Pants_MulticamSnow,	*,		100,		65

	<Category> SQUAD MSF-C Multicam Tropic
		MSFC_JPC_Vest_MulticamTropic,	*,		100,		65
		MSFC_TAC_TEC_Vest_MulticamTropic,	*,		100,		65
		MSFC_TacticalCap_MulticamTropic,	*,		100,		65
		MSFC_WarBelt_MulticamTropic,	*,		100,		65
		MSFCEmpty_Mags_Bag_MulticamTropic,	*,		100,		65
		MSFC_IFAK_MulticamTropic,	*,		100,		65
		MSFC_Defender_Vest_MulticamTropic,	*,		100,		65
		MSFCM65MulticamTropic,	*,		100,		65
		MSFCPantsMulticamTropic,	*,		100,		65
		MSFCPCU5MulticamTropicComander,	*,		100,		65
		MSFCPCU5MulticamTropicMedic,	*,		100,		65
		MSFCPCU5MulticamTropicReconnaissance,	*,		100,		65
		MSFCPCU5MulticamTropicSniper,	*,		100,		65
		MSFCPCU5MulticamTropicSapper,	*,		100,		65
		MSFCPCU5MulticamTropicMachineGun,	*,		100,		65
		MSFCPCU5MulticamTropicEngineer,	*,		100,		65
		MSFCPCU5MulticamTropicTrooper,	*,		100,		65
		MSFCCapMulticamTropic,	*,		100,		65
		MSFCGorkaJMulticamTropic,	*,		100,		65
		MSFCGorkaPMulticamTropic,	*,		100,		65
		MSFCGlovesMulticamTropic,	*,		100,		65
		MSFCBootsMulticamTropic,	*,		100,		65
		MSFCUKVestMulticamTropic,	*,		100,		65
		MSFCTShirtMulticamTropic,	*,		100,		65
		MSFCTacVestMulticamTropic,	*,		100,		65
		MSFCTacVestMulticamTropicLogo,	*,		100,		65
		MSFCTacVestMulticamTropicMedic,	*,		100,		65
		MSFCBeanieHatMulticamTropic,	*,		100,		65
		MSFCBoonieHatMulticamTropic,	*,		100,		65
		MSFCCoyoteBagMulticamTropic,	*,		100,		65
		MSFCMulticamTropicMask,	*,		100,		65
		MSFCMich2001MulticamTropic,	*,		100,		65
		MSFCAssaultBagMulticamTropic,	*,		100,		65
		MSFCAssaultBagMulticamTropicMedic,	*,		100,		65
		MSFCHoodMulticamTropic,	*,		100,		65
		MSFCBandanaMulticamTropic,	*,		100,		65
		MSFCBandanaMulticamTropicMask,	*,		100,		65
		MSFCPlateCarrierVestMulticamTropic,	*,		100,		65
		MSFCPlateCarrierVestMulticamTropicLogo,	*,		100,		65
		MSFCTortilaMulticamTropic,	*,		100,		65
		MSFCAliceBagMulticamTropic,	*,		100,		65
		MSFCNBCPantsMulticamTropic,	*,		100,		65
		MSFCNBCJacketMulticamTropic,	*,		100,		65
		MSFCNBCGlovesMulticamTropic,	*,		100,		65
		MSFCNBCBootsMulticamTropic,	*,		100,		65
		MSFCPlateCarrierVestMulticamTropicMedic,	*,		100,		65
		MSFCMountainBagMulticamTropic,	*,		100,		65
		MSFCPlateHolsterMulticamTropic,	*,		100,		65
		MSFCPlatePouchesMulticamTropic,	*,		100,		65
		MSFCPCU5MulticamTropicSupply,	*,		100,		65
		MSFCGorkaHelmetMulticamTropic,	*,		100,		65
		MSFCMich2000HelmetMulticamTropic,	*,		100,		65
		MSFCSweaterMulticamTropic,	*,		100,		65
		MSFCPressVestMulticamTropic,	*,		100,		65
		MSFCPCU5MulticamTropicPartComander,	*,		100,		65
		MSFCSmershVestMulticamTropic,	*,		100,		65
		MSFCSmershBagMulticamTropic,	*,		100,		65
		MSFCOpsCoreMulticamTropic,	*,		100,		65
		MSFCTacticalMaskMulticamTropic,	*,		100,		65
		MSFCSmershBagMedicMulticamTropic,	*,		100,		65	
		MSFCPCU5MulticamTropicNoPatch,	*,		100,		65	
        MSFCGorkaJMulticamTropicNoPatch,	*,		100,		65
        MSFCBootsLowaMulticamTropic,	*,		100,		65
        MSFCBootsTrekkingMulticamTropic,	*,		100,		65
        MSFCBackpackPegasusMulticamTropic,	*,		100,		65
        MSFCBackpackCargoMulticamTropic,	*,		100,		65
        MSFCPouchCargoMulticamTropic,	*,		100,		65
        MSFCPouchIFAKMulticamTropic,	*,		100,		65
		MSFC_FaceMack_MulticamTropic,	*,		100,		65
        MSFC_TacticalBelt_MulticamTropic,	*,		100,		65
		MSFCLowaZephyrBootsMulticamTropic,	*,		100,		65
		MSFC_TacticalBeltMedium_MulticamTropic,	*,		100,		65
        MSFC_TacticalBeltSmall_MulticamTropic,	*,		100,		65
		MSFC_TacticalBeltLite_MulticamTropic,	*,		100,		65
		MSFC_BIG_BACKPACK_MulticamTropic,	*,		100,		65
        MSFC_SMALL_BACKPACK_MulticamTropic,	*,		100,		65
        MSFC_BottlePouch_MulticamTropic,	*,		100,		65
        MSFC_G3Pants_MulticamTropic,	*,		100,		65

	<Category> SQUAD MSF-C Multicam
		MSFC_JPC_Vest_Multicam,	*,		100,		65
		MSFC_TAC_TEC_Vest_Multicam,	*,		100,		65
		MSFC_TacticalCap_Multicam,	*,		100,		65
		MSFC_WarBelt_Multicam,	*,		100,		65
		MSFCEmpty_Mags_Bag_Multicam,	*,		100,		65
		MSFC_IFAK_Multicam,	*,		100,		65
		MSFC_Defender_Vest_Multicam,	*,		100,		65
		MSFCM65Multicam,	*,		100,		65
		MSFCPantsMulticam,	*,		100,		65
		MSFCPCU5MulticamComander,	*,		100,		65
		MSFCPCU5MulticamMedic,	*,		100,		65
		MSFCPCU5MulticamReconnaissance,	*,		100,		65
		MSFCPCU5MulticamSniper,	*,		100,		65
		MSFCPCU5MulticamSapper,	*,		100,		65
		MSFCPCU5MulticamMachineGun,	*,		100,		65
		MSFCPCU5MulticamEngineer,	*,		100,		65
		MSFCPCU5MulticamTrooper,	*,		100,		65
		MSFCCapMulticam,	*,		100,		65
		MSFCGorkaJMulticam,	*,		100,		65
		MSFCGorkaPMulticam,	*,		100,		65
		MSFCGlovesMulticam,	*,		100,		65
		MSFCBootsMulticam,	*,		100,		65
		MSFCUKVestMulticam,	*,		100,		65
		MSFCTShirtMulticam,	*,		100,		65
		MSFCTacVestMulticam,	*,		100,		65
		MSFCTacVestMulticamLogo,	*,		100,		65
		MSFCTacVestMulticamMedic,	*,		100,		65
		MSFCBeanieHatMulticam,	*,		100,		65
		MSFCBoonieHatMulticam,	*,		100,		65
		MSFCCoyoteBagMulticam,	*,		100,		65
		MSFCMulticamMask,	*,		100,		65
		MSFCMich2001Multicam,	*,		100,		65
		MSFCAssaultBagMulticam,	*,		100,		65
		MSFCAssaultBagMulticamMedic,	*,		100,		65
		MSFCHoodMulticam,	*,		100,		65
		MSFCBandanaMulticam,	*,		100,		65
		MSFCBandanaMulticamMask,	*,		100,		65
		MSFCPlateCarrierVestMulticam,	*,		100,		65
		MSFCPlateCarrierVestMulticamLogo,	*,		100,		65
		MSFCTortilaMulticam,	*,		100,		65
		MSFCAliceBagMulticam,	*,		100,		65
		MSFCNBCPantsMulticam,	*,		100,		65
		MSFCNBCJacketMulticam,	*,		100,		65
		MSFCNBCGlovesMulticam,	*,		100,		65
		MSFCNBCBootsMulticam,	*,		100,		65
		MSFCPlateCarrierVestMulticamMedic,	*,		100,		65
		MSFCMountainBagMulticam,	*,		100,		65
		MSFCPlateHolsterMulticam,	*,		100,		65
		MSFCPlatePouchesMulticam,	*,		100,		65
		MSFCPCU5MulticamSupply,	*,		100,		65
		MSFCGorkaHelmetMulticam,	*,		100,		65
		MSFCMich2000HelmetMulticam,	*,		100,		65
		MSFCSweaterMulticam,	*,		100,		65
		MSFCPressVestMulticam,	*,		100,		65
		MSFCPCU5MulticamPartComander,	*,		100,		65
		MSFCSmershVestMulticam,	*,		100,		65
		MSFCSmershBagMulticam,	*,		100,		65
		MSFCOpsCoreMulticam,	*,		100,		65
		MSFCTacticalMaskMulticam,	*,		100,		65
		MSFCSmershBagMedicMulticam,	*,		100,		65	
		MSFCPCU5MulticamNoPatch,	*,		100,		65	
        MSFCGorkaJMulticamNoPatch,	*,		100,		65	
		MSFCBootsLowaMulticam,	*,		100,		65	
        MSFCBootsTrekkingMulticam,	*,		100,		65
        MSFCBackpackPegasusMulticam,	*,		100,		65
        MSFCBackpackCargoMulticam,	*,		100,		65
        MSFCPouchCargoMulticam,	*,		100,		65
        MSFCPouchIFAKMulticam,	*,		100,		65	
		MSFC_FaceMack_Multicam,	*,		100,		65	
        MSFC_TacticalBelt_Multicam,	*,		100,		65
        MSFCLowaZephyrBootsMulticam,	*,		100,		65
		MSFC_TacticalBeltMedium_Multicam,	*,		100,		65
        MSFC_TacticalBeltSmall_Multicam,	*,		100,		65
        MSFC_TacticalBeltLite_Multicam,	*,		100,		65
		MSFC_BIG_BACKPACK_Multicam,	*,		100,		65
        MSFC_SMALL_BACKPACK_Multicam,	*,		100,		65		
        MSFC_BottlePouch_Multicam,	*,		100,		65
        MSFC_G3Pants_Multicam,	*,		100,		65
	
	<Category> SQUAD MSF-C Other Clothes
	    MSFC_G3Pants_Flecktarn,	*,		100,		65	
	    MSFC_AdvancedCombatHelmet_ACU,	*,		100,		65
        MSFC_6B47_Cover_EMR,	*,		100,		65
        MSFC_G3Pants_EMR,	*,		100,		65
        MSFC_6B47_Cover_Desert,	*,		100,		65
		MSFC_6B47_Cover_Black,	*,		100,		65
		MSFC_6B47_Cover_Green,	*,		100,		65	
		MSFCOpsCoreHeadPhones_Green,	*,		100,		65
		MSFCOpsCoreHeadPhones_Desert,	*,		100,		65
		MSFCOpsCore_Mandible_Green,	*,		100,		65
		MSFCOpsCore_Mandible_Desert,	*,		100,		65
		MSFCOpsCore_Mandible_Black,	*,		100,		65
		MSFCOpsCore_Visor_Black,	*,		100,		65
		MSFC_BC_NVG21,	*,		100,		65
		MSFC_JPC_Vest_Green,	*,		100,		65
		MSFC_JPC_Vest_Black,	*,		100,		65
		MSFC_JPC_Vest_Desert,	*,		100,		65
		MSFC_TAC_TEC_Vest_Green,	*,		100,		65
		MSFC_TAC_TEC_Vest_Black,	*,		100,		65
		MSFC_TAC_TEC_Vest_Desert,	*,		100,		65
		MSFC_TacticalCap_Green,	*,		100,		65
		MSFC_TacticalCap_Black,	*,		100,		65
		MSFC_TacticalCap_Desert,	*,		100,		65
		MSFC_ZSh12M_Green,	*,		100,		65
		MSFC_ZSh12M_Black,	*,		100,		65
		MSFC_ZSh12M_Desert,	*,		100,		65
		MSFC_ZSh12M_Gray,	*,		100,		65
		MSFC_ZSh12M_White,	*,		100,		65
		MSFC_ZSh12M_Visor_Green,	*,		100,		65
		MSFC_ZSh12M_Visor_Black,	*,		100,		65
		MSFC_ZSh12M_Visor_Desert,	*,		100,		65
		MSFC_ZSh12M_Visor_Gray,	*,		100,		65
		MSFC_ZSh12M_Visor_White,	*,		100,		65
		MSFC_ZSh12M_Visor_Bandit,	*,		100,		65
		MSFC_WarBelt_Black,	*,		100,		65
		MSFC_WarBelt_Green,	*,		100,		65
		MSFC_WarBelt_Desert,	*,		100,		65
		MSFCEmpty_Mags_Bag_Green,	*,		100,		65
		MSFCEmpty_Mags_Bag_Desert,	*,		100,		65
		MSFCEmpty_Mags_Bag_Black,	*,		100,		65
		MSFC_IFAK_Green,	*,		100,		65
		MSFC_IFAK_Desert,	*,		100,		65
		MSFC_IFAK_Black,	*,		100,		65
		MSFC_HelmetPatch_Chernarus,	*,		100,		65
		MSFC_HelmetPatch_FSB,	*,		100,		65
		MSFC_HelmetPatch_MAMA_IM_SPEC,	*,		100,		65
		MSFC_HelmetPatch_MEDIC_EN,	*,		100,		65
		MSFC_HelmetPatch_MEDIC_RU,	*,		100,		65
		MSFC_HelmetPatch_MSFC_TEXT,	*,		100,		65
		MSFC_HelmetPatch_POEHAVSHY,	*,		100,		65
		MSFC_HelmetPatch_SBCH,	*,		100,		65
		MSFC_HelmetPatch_SOFA_ARMY_RF,	*,		100,		65
		MSFC_HelmetPatch_BENDER,	*,		100,		65
		MSFC_BBB_ComanderGlasses_Black,	*,		100,		65
		MSFC_BOLLE_COBRA_Glasses_Black,	*,		100,		65
		MSFC_Bolle_Contour_PlatinumGlasses_Black,	*,		100,		65
		MSFC_ESS_CrossbowGlasses_Black,	*,		100,		65
		MSFC_ESS_ICEGlasses_Black,	*,		100,		65
		MSFC_ESS_RollBarGlasses_Black,	*,		100,		65
		MSFC_Oakley_M_FrameGlasses_Black,	*,		100,		65
		MSFC_Oakley_M_FrameGlasses_Gray,	*,		100,		65
		MSFC_Oakley_M_FrameGlasses_Purple,	*,		100,		65
		MSFC_Oakley_M_FrameGlasses_Pink,	*,		100,		65
		MSFC_Oakley_M_FrameGlasses_Orange,	*,		100,		65
		MSFC_Oakley_M_FrameGlasses_Green,	*,		100,		65
		MSFC_Defender_Vest_Green,	*,		100,		65
		MSFC_Defender_Vest_Black,	*,		100,		65
		MSFC_Defender_Vest_Desert,	*,		100,		65
		MSFC_BallisticGoggles_Green,	*,		100,		65
		MSFC_BallisticGoggles_Black,	*,		100,		65
		MSFC_BallisticGoggles_Desert,	*,		100,		65
		MSFC_6B47_Green,	*,		100,		65
		MSFC_6B47_Black,	*,		100,		65
		MSFC_6B47_Desert,	*,		100,		65
		MSFC_AdvancedCombatHelmet_Green,	*,		100,		65
		MSFC_AdvancedCombatHelmet_Black,	*,		100,		65
		MSFC_AdvancedCombatHelmet_Desert,	*,		100,		65
		MSFC_6B47_EMR,	*,		100,		65
		MSFC_Defender_Vest_EMR,	*,		100,		65
		MSFC_6B45_Green,	*,		100,		65
		MSFC_6B45_Black,	*,		100,		65
		MSFC_6B45_Desert,	*,		100,		65
		MSFC_6B45_EMR,	*,		100,		65
		MSFC_MTV_Green,	*,		100,		65
		MSFC_MTV_Black,	*,		100,		65
		MSFC_MTV_Desert,	*,		100,		65
		MSFC_6B23_Green,	*,		100,		65
		MSFC_6B23_Flora,	*,		100,		65
		MSFC_6B23_EMR,	*,		100,		65
		MSFC_BalaclavaMask_Green,	*,		100,		65
		MSFC_BalaclavaMask_Black,	*,		100,		65
		MSFC_BalaclavaMask_Desert,	*,		100,		65
		MSFC_BalaclavaMask_Skull,	*,		100,		65
		MSFC_6B23_TTSKO,	*,		100,		65
		MSFC_6B45_TTSKO,	*,		100,		65
		MSFC_IBH_Helmet_Desert,	*,		100,		65
		MSFC_FaceMack_Skull,	*,		100,		65
		MSFC_TacticalGoggles_Black,	*,		100,		65
		MSFC_IBH_Helmet_Black,	*,		100,		65
		MSFC_IBH_Helmet_Green,	*,		100,		65
		MSFC_IBH_Helmet_White,	*,		100,		65
		MSFC_IBH_Helmet_Gray,	*,		100,		65
		MSFCHeadPhones,	*,		100,		65
		MSFC_TacticalBelt_Black,	*,		100,		65
		MSFC_TacticalBelt_Green,	*,		100,		65
		MSFC_TacticalBelt_Desert,	*,		100,		65
		MSFCTShirtBlack,	*,		100,		65
		MSFCVenomMask,	*,		100,		65
		MSFCGhostMask,	*,		100,		65
		MSFCRussianMilitaryJacket,	*,		100,		65
		MSFCRussianMilitaryJacketEmblem,	*,		100,		65
		MSFCRussianMilitaryPants,	*,		100,		65
		MSFCRussianMilitaryHelmet,	*,		100,		65
		MSFCRussianMilitaryVest,	*,		100,		65
		MSFCCSATJacket,	*,		100,		65
		MSFCUSMCSurpatJacketComander,	*,		100,		65
		MSFCUSMCSurpatJacket,	*,		100,		65
		MSFCCSATPants,	*,		100,		65
